aggregate_id,v304_migration_owner_session,server_object,current_server_presence,reconciliation_authority,object_kind,organization_column,write_producer,write_authority,current_rls_policy,capture_mode,capture_function,capture_trigger,payload_adapter,payload_version,delete_capture,transaction_group_source,actor_source,legacy_write_covered,admin_write_covered,service_role_write_covered,realtime_irrelevant_to_correctness,status,evidence,notes
INVENTORY_MOVEMENT,310,inventory_prepare_reconciliation_batch_v2,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,inventory / inventory_stock_outbox,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventoryLedgerV2.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventoryReconciliation.kt#pushInventoryMovements|pullInventoryMovements|prepareReconciliationBatch | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
INVENTORY_UNIT,307,inventory_units,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,inventory / SyncInventory,LEGACY_OR_DEFERRED_OWNER_307,inventory_units_delete|inventory_units_insert|inventory_units_select|inventory_units_update,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_307,1,DataStore pending unit deletion,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventory.kt#pushInventoryUnits|pushUnitDeletions|pullInventoryUnits | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
INVOICE,310,invoices,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,invoices / financial_outbox + legacy invoice sync,LEGACY_OR_DEFERRED_OWNER_310,autodrive_select_invoices|invoices_delete|invoices_insert|invoices_select|invoices_update,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,pushInvoiceDeletions legacy + financial VOID/REVERSE target,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInvoiceHeaders.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncFinancialEvents.kt#pushInvoices|pushFinancialOutbox|pullFinancialInbox | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
INVOICE,310,invoice_items,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,invoices / financial_outbox + legacy invoice sync,LEGACY_OR_DEFERRED_OWNER_310,autodrive_select_invoice_items|invoice_items_policy,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,pushInvoiceDeletions legacy + financial VOID/REVERSE target,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInvoiceHeaders.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncFinancialEvents.kt#pushInvoices|pushFinancialOutbox|pullFinancialInbox | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
INVOICE,310,financial_sync_apply_event_v1,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,invoices / financial_outbox + legacy invoice sync,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,pushInvoiceDeletions legacy + financial VOID/REVERSE target,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInvoiceHeaders.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncFinancialEvents.kt#pushInvoices|pushFinancialOutbox|pullFinancialInbox | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
INVOICE,310,financial_sync_pull_events_v1,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,invoices / financial_outbox + legacy invoice sync,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,pushInvoiceDeletions legacy + financial VOID/REVERSE target,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInvoiceHeaders.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncFinancialEvents.kt#pushInvoices|pushFinancialOutbox|pullFinancialInbox | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
ITEM_CATEGORY,307,item_categories,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,inventory / SyncInventory,LEGACY_OR_DEFERRED_OWNER_307,item_categories_all,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_307,1,NOT_SUPPORTED_BY_DOMAIN,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventory.kt#pushItemCategories|pullItemCategories | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
NOTE,307,notes,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,clients / SyncMisc,LEGACY_OR_DEFERRED_OWNER_307,notes_all,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_307,1,no explicit remote delete in participant; owner 307,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncMisc.kt#pushNotes|pullNotes | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
NOTIFICATION,308,get_my_notifications_cache,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,organization / SyncNotifications,SERVER_READ_ONLY,NO_RLS_POLICY_OBJECT_OR_FUNCTION,READ_ONLY_SERVER_AUTHORITY,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_308,1,SERVER_OWNED,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,SERVER_ONLY_DOCUMENTED,data/network/src/main/kotlin/com/verto/app/data/sync/SyncNotifications.kt#pullNotifications | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
OPTIMAL_FOLLOW_UP,310,optimal_sync_change_log,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,company_id,optimal_outbox bridge,EXISTING_STRONGER_CONTRACT,optimal_sync_change_log_member_select,EXISTING_STREAM_PRESERVED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,1,NO_CLIENT_DELETE,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,feature/integration/optimal/src/main/kotlin/com/verto/app/feature/integration/optimal/application/OptimalOutboxSyncParticipant.kt#OptimalOutboxSyncParticipant.syncOrganization | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
OPTIMAL_FOLLOW_UP,310,optimal_apply_sync_operation_v2,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,optimal_outbox bridge,EXISTING_STRONGER_CONTRACT,NO_RLS_POLICY_OBJECT_OR_FUNCTION,EXISTING_STREAM_PRESERVED,optimal_apply_sync_operation_v2,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,1,NO_CLIENT_DELETE,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,feature/integration/optimal/src/main/kotlin/com/verto/app/feature/integration/optimal/application/OptimalOutboxSyncParticipant.kt#OptimalOutboxSyncParticipant.syncOrganization | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
OPTIMAL_FOLLOW_UP,310,optimal_pull_sync_changes,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,optimal_outbox bridge,EXISTING_STRONGER_CONTRACT,NO_RLS_POLICY_OBJECT_OR_FUNCTION,EXISTING_STREAM_PRESERVED,optimal_pull_sync_changes,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,1,NO_CLIENT_DELETE,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,feature/integration/optimal/src/main/kotlin/com/verto/app/feature/integration/optimal/application/OptimalOutboxSyncParticipant.kt#OptimalOutboxSyncParticipant.syncOrganization | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
OPTIMAL_MAINTENANCE,310,optimal_sync_change_log,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,company_id,optimal_outbox bridge,EXISTING_STRONGER_CONTRACT,optimal_sync_change_log_member_select,EXISTING_STREAM_PRESERVED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,1,NO_CLIENT_DELETE,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,feature/integration/optimal/src/main/kotlin/com/verto/app/feature/integration/optimal/data/ContractGuardedOptimalOutboxEventExecutor.kt#MAINTENANCE_UPSERTED|execute | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
OPTIMAL_MAINTENANCE,310,optimal_apply_sync_operation_v2,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,optimal_outbox bridge,EXISTING_STRONGER_CONTRACT,NO_RLS_POLICY_OBJECT_OR_FUNCTION,EXISTING_STREAM_PRESERVED,optimal_apply_sync_operation_v2,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,1,NO_CLIENT_DELETE,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,feature/integration/optimal/src/main/kotlin/com/verto/app/feature/integration/optimal/data/ContractGuardedOptimalOutboxEventExecutor.kt#MAINTENANCE_UPSERTED|execute | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
OPTIMAL_MAINTENANCE,310,optimal_pull_sync_changes,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,optimal_outbox bridge,EXISTING_STRONGER_CONTRACT,NO_RLS_POLICY_OBJECT_OR_FUNCTION,EXISTING_STREAM_PRESERVED,optimal_pull_sync_changes,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,1,NO_CLIENT_DELETE,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,feature/integration/optimal/src/main/kotlin/com/verto/app/feature/integration/optimal/data/ContractGuardedOptimalOutboxEventExecutor.kt#MAINTENANCE_UPSERTED|execute | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
OPTIMAL_VEHICLE,310,optimal_sync_change_log,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,company_id,optimal_outbox bridge,EXISTING_STRONGER_CONTRACT,optimal_sync_change_log_member_select,EXISTING_STREAM_PRESERVED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,1,SERVER_OWNED,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,feature/integration/optimal/src/main/kotlin/com/verto/app/feature/integration/optimal/application/OptimalOutboxSyncParticipant.kt#OptimalOutboxSyncParticipant.syncOrganization | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
OPTIMAL_VEHICLE,310,optimal_apply_sync_operation_v2,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,optimal_outbox bridge,EXISTING_STRONGER_CONTRACT,NO_RLS_POLICY_OBJECT_OR_FUNCTION,EXISTING_STREAM_PRESERVED,optimal_apply_sync_operation_v2,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,1,SERVER_OWNED,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,feature/integration/optimal/src/main/kotlin/com/verto/app/feature/integration/optimal/application/OptimalOutboxSyncParticipant.kt#OptimalOutboxSyncParticipant.syncOrganization | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
OPTIMAL_VEHICLE,310,optimal_pull_sync_changes,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,optimal_outbox bridge,EXISTING_STRONGER_CONTRACT,NO_RLS_POLICY_OBJECT_OR_FUNCTION,EXISTING_STREAM_PRESERVED,optimal_pull_sync_changes,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,1,SERVER_OWNED,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,feature/integration/optimal/src/main/kotlin/com/verto/app/feature/integration/optimal/application/OptimalOutboxSyncParticipant.kt#OptimalOutboxSyncParticipant.syncOrganization | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
ORGANIZATION_SETTINGS,307,organization_settings,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,organization / OrgSettingsRepository,LEGACY_OR_DEFERRED_OWNER_307,organization_settings_all,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_307,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,app/src/main/kotlin/com/verto/app/feature/organization/bridge/OrganizationSyncParticipant.kt|data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt#OrganizationSyncParticipant.operations|saveOrgSettings|pushToSupabase | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
PARTY_IDENTITY,307,clients,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,clients / Party normalized contract,EXISTING_STRONGER_CONTRACT,clients_delete|clients_insert|clients_select|clients_update,EXISTING_PARTY_CONTRACT_PRESERVED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,2,legacy Party TOMBSTONE / unified DELETE mapping,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,data/network/src/main/kotlin/com/verto/app/data/sync/PartySyncV2Contract.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncClients.kt#PartyMutationV2|pushClients | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
PARTY_IDENTITY,307,verto_upsert_client_v1,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,clients / Party normalized contract,EXISTING_STRONGER_CONTRACT,NO_RLS_POLICY_OBJECT_OR_FUNCTION,EXISTING_PARTY_CONTRACT_PRESERVED,verto_upsert_client_v1,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,2,legacy Party TOMBSTONE / unified DELETE mapping,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,data/network/src/main/kotlin/com/verto/app/data/sync/PartySyncV2Contract.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncClients.kt#PartyMutationV2|pushClients | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
PARTY_ROLE,307,clients,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,clients / Party normalized contract,EXISTING_STRONGER_CONTRACT,clients_delete|clients_insert|clients_select|clients_update,EXISTING_PARTY_CONTRACT_PRESERVED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,2,legacy Party TOMBSTONE / unified DELETE mapping,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,data/database/src/main/kotlin/com/verto/app/data/local/entity/PartyNormalizedEntities.kt|data/network/src/main/kotlin/com/verto/app/data/sync/PartySyncV2Contract.kt#PartyRoleEntity|PartyMutationV2 | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
PARTY_ROLE,307,verto_upsert_client_v1,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,clients / Party normalized contract,EXISTING_STRONGER_CONTRACT,NO_RLS_POLICY_OBJECT_OR_FUNCTION,EXISTING_PARTY_CONTRACT_PRESERVED,verto_upsert_client_v1,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,2,legacy Party TOMBSTONE / unified DELETE mapping,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,data/database/src/main/kotlin/com/verto/app/data/local/entity/PartyNormalizedEntities.kt|data/network/src/main/kotlin/com/verto/app/data/sync/PartySyncV2Contract.kt#PartyRoleEntity|PartyMutationV2 | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
PAYMENT,310,payments,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,invoices / financial_outbox + payment sync,LEGACY_OR_DEFERRED_OWNER_310,autodrive_select_payments|payments_delete|payments_insert|payments_select|payments_update,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,financial reversal command; no hard delete target,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInvoicePayments.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncFinancialEvents.kt#pushPayments|pushFinancialOutbox | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
PAYMENT,310,payment_allocations,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,invoices / financial_outbox + payment sync,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,financial reversal command; no hard delete target,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInvoicePayments.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncFinancialEvents.kt#pushPayments|pushFinancialOutbox | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
