aggregate_id,migration_owner_session,producer_file,producer_symbol,producer_kind,origin,local_tables,write_operation,server_path,current_mechanism_before,capture_strategy_after,outbox_table,transaction_owner,mutation_id_source,organization_id_source,payload_version,operation_type,delete_policy,command_batch_strategy,attachment_strategy,legacy_compatibility_side_effect,remote_apply_exclusion,status,evidence
PURCHASE_PAYMENT_OVERRIDE,310,feature/invoice/src/main/kotlin/com/verto/app/feature/invoice/application/PurchaseCycleCoordinator.kt,recordPaymentOverride,DOMAIN_COMMAND,LOCAL_MUTATION,purchase_payment_overrides,COMMAND,purchase_payment_overrides|verto_purchase_cycle_push_post_v253,legacy direct/snapshot sync,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,feature/invoice/src/main/kotlin/com/verto/app/feature/invoice/application/PurchaseCycleCoordinator.kt#recordPaymentOverride,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,COMMAND,NO_CLIENT_DELETE,NONE,NONE,server integration remains owner 310,N/A,MIGRATED_UNIFIED_OUTBOX,feature/invoice/src/main/kotlin/com/verto/app/feature/invoice/application/PurchaseCycleCoordinator.kt#recordPaymentOverride
BUDGET,307,data/operations/src/main/kotlin/com/verto/app/data/repository/BudgetRepository.kt,saveBudget,DOMAIN_COMMAND,LOCAL_MUTATION,budgets,UPSERT,budgets,full snapshot + DataStore deletion queue,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,data/operations/src/main/kotlin/com/verto/app/data/repository/BudgetRepository.kt#saveBudget,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,UPSERT,VERSIONED_DELETE,NONE,NONE,NONE,N/A,MIGRATED_UNIFIED_OUTBOX,data/operations/src/main/kotlin/com/verto/app/data/repository/BudgetRepository.kt#saveBudget
BUDGET,307,data/operations/src/main/kotlin/com/verto/app/data/repository/BudgetRepository.kt,deleteInternal,DOMAIN_COMMAND,LOCAL_MUTATION,budgets,DELETE,budgets,full snapshot + DataStore deletion queue,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,data/operations/src/main/kotlin/com/verto/app/data/repository/BudgetRepository.kt#deleteInternal,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,DELETE,VERSIONED_DELETE,NONE,NONE,pendingBudgetDeletion AFTER durable commit,N/A,MIGRATED_UNIFIED_OUTBOX,data/operations/src/main/kotlin/com/verto/app/data/repository/BudgetRepository.kt#deleteInternal
ORGANIZATION_SETTINGS,307,data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt,saveOrgSettings,DOMAIN_COMMAND,LOCAL_MUTATION,DataStore org settings,UPSERT,organization_settings,legacy direct/snapshot sync,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt#saveOrgSettings,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,UPSERT,NO_CLIENT_DELETE,NONE,NONE,DataStore cache + legacy remote only AFTER commit,N/A,MIGRATED_UNIFIED_OUTBOX,data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt#saveOrgSettings
ORGANIZATION_SETTINGS,307,data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt,syncFromSupabase,DOMAIN_COMMAND,REMOTE_APPLY,DataStore org settings,UPSERT,organization_settings,legacy direct/snapshot sync,NO_ENQUEUE_REMOTE_APPLY,NONE,data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt#syncFromSupabase,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,UPSERT,NO_CLIENT_DELETE,NONE,NONE,NONE,remote hydration writes Room/cache without producer enqueue,REMOTE_APPLY_NO_ENQUEUE,data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt#syncFromSupabase
ORGANIZATION_SETTINGS,307,data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt,hydrateLegacyCacheIfMissing,DOMAIN_COMMAND,CACHE_HYDRATION,DataStore org settings,UPSERT,organization_settings,legacy direct/snapshot sync,NO_ENQUEUE_CACHE_HYDRATION,NONE,data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt#hydrateLegacyCacheIfMissing,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,UPSERT,NO_CLIENT_DELETE,NONE,NONE,NONE,one-time DataStore→Room hydration intentionally does not enqueue,CACHE_HYDRATION_NO_ENQUEUE,data/operations/src/main/kotlin/com/verto/app/data/repository/Orgsettingsrepository.kt#hydrateLegacyCacheIfMissing
EDUCATIONAL_CONTENT,307,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt,create,DOMAIN_COMMAND,LOCAL_MUTATION,educational_topics|educational_topic_targets,UPSERT,educational_topics|educational_topic_targets,isDirty/deletedAt then markClean/hardDelete,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt#create,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,UPSERT,VERSIONED_DELETE,NONE,NONE,isDirty/deletedAt compatibility only; tombstone preserved,N/A,MIGRATED_UNIFIED_OUTBOX,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt#create
EDUCATIONAL_CONTENT,307,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt,update,DOMAIN_COMMAND,LOCAL_MUTATION,educational_topics|educational_topic_targets,UPSERT,educational_topics|educational_topic_targets,isDirty/deletedAt then markClean/hardDelete,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt#update,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,UPSERT,VERSIONED_DELETE,NONE,NONE,isDirty/deletedAt compatibility only; tombstone preserved,N/A,MIGRATED_UNIFIED_OUTBOX,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt#update
EDUCATIONAL_CONTENT,307,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt,delete,DOMAIN_COMMAND,LOCAL_MUTATION,educational_topics|educational_topic_targets,DELETE,educational_topics|educational_topic_targets,isDirty/deletedAt then markClean/hardDelete,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt#delete,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,DELETE,VERSIONED_DELETE,NONE,NONE,isDirty/deletedAt compatibility only; tombstone preserved,N/A,MIGRATED_UNIFIED_OUTBOX,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt#delete
EDUCATIONAL_CONTENT,307,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt,setActive,DOMAIN_COMMAND,LOCAL_MUTATION,educational_topics|educational_topic_targets,UPSERT,educational_topics|educational_topic_targets,isDirty/deletedAt then markClean/hardDelete,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt#setActive,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,UPSERT,VERSIONED_DELETE,NONE,NONE,isDirty/deletedAt compatibility only; tombstone preserved,N/A,MIGRATED_UNIFIED_OUTBOX,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/RoomEducationalContentRepository.kt#setActive
EDUCATIONAL_CONTENT,307,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/EducationalContentSyncParticipant.kt,pullTopics,LEGACY_PULL,REMOTE_APPLY,educational_topics|educational_topic_targets,UPSERT,educational_topics|educational_topic_targets,isDirty/deletedAt then markClean/hardDelete,NO_ENQUEUE_REMOTE_APPLY,NONE,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/EducationalContentSyncParticipant.kt#pullTopics,command/write identity or one-time UUID,trusted SessionReader / domain tenant,1,UPSERT,VERSIONED_DELETE,NONE,NONE,NONE,legacy pull does not call unified writer,REMOTE_APPLY_NO_ENQUEUE,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/EducationalContentSyncParticipant.kt#pullTopics
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,upsertRouteTemplate,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#upsertRouteTemplate,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#upsertRouteTemplate
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveCustomsPlan,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveCustomsPlan,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveCustomsPlan
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,appendPlanRevision,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#appendPlanRevision,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#appendPlanRevision
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,createShipment,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#createShipment,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#createShipment
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveShipmentHeader,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveShipmentHeader,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveShipmentHeader
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,savePurchasePlan,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#savePurchasePlan,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#savePurchasePlan
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,savePlanning,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#savePlanning,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#savePlanning
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveShipmentState,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,CANCEL,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveShipmentState,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,CANCEL,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveShipmentState
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,changeAssignment,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#changeAssignment,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#changeAssignment
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveMilestone,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveMilestone,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveMilestone
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,replacePlannedRoute,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#replacePlannedRoute,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#replacePlannedRoute
